Density,Transactions
854.0,4226983
221.0,88001
203.0,218683
177.0,431596
173.0,162192
292.0,122314
223.0,501654
268.0,536104
94.0,70932
194.0,277175
445.0,894712
171.0,108428
185.0,308911
839.0,2826520
472.0,866243
285.0,58035
261.0,193021
182.0,91790
242.0,277416
394.0,271585
213.0,258432
194.0,174140
345.0,47128
142.0,106697
157.0,389796
251.0,347269
299.0,328469
374.0,588836
272.0,573261
297.0,483123
199.0,783146
157.0,243126
172.0,209180
244.0,247546
104.0,61335
168.0,378896
232.0,175484
208.0,419946
286.0,128946
356.0,585638
158.0,95954
198.0,390739
205.0,172327
229.0,31490
200.0,269466
184.0,554447
256.0,128005
157.0,534677
382.0,359414
854.0,8252290
221.0,112881
203.0,325808
177.0,712778
173.0,238517
292.0,180925
223.0,911351
268.0,976357
94.0,124325
194.0,405000
445.0,1342886
171.0,154078
185.0,553426
839.0,5731364
472.0,1489827
285.0,91081
261.0,301180
182.0,142749
242.0,483684
394.0,376798
213.0,399379
194.0,354202
345.0,71604
142.0,157047
157.0,695558
251.0,648061
299.0,547587
374.0,866533
272.0,925998
297.0,764362
199.0,1598108
157.0,372002
172.0,314212
244.0,424237
104.0,91429
168.0,396289
232.0,248937
208.0,771972
286.0,196901
356.0,940607
158.0,173141
198.0,563457
205.0,149682
229.0,34336
200.0,224927
184.0,449840
256.0,124076
157.0,449045
382.0,302340
854.0,12031142
221.0,105876
203.0,298946
177.0,645533
173.0,196650
292.0,152773
223.0,705805
268.0,688408
94.0,113733
194.0,350879
445.0,1264694
171.0,142930
185.0,733352
839.0,8459734
472.0,2003659
285.0,77960
261.0,293589
182.0,146979
242.0,389452
394.0,343097
213.0,346905
194.0,256620
345.0,63955
142.0,144870
157.0,560941
251.0,514081
299.0,436200
374.0,718741
272.0,758405
297.0,616768
199.0,1000398
157.0,329624
172.0,283233
244.0,339228
104.0,84977
168.0,300960
232.0,233508
208.0,551954
286.0,157005
356.0,869522
158.0,138398
198.0,481189
205.0,186478
229.0,43708
200.0,268378
184.0,567601
256.0,171739
157.0,563154
382.0,380363
854.0,15339970
221.0,161877
203.0,363052
177.0,855072
173.0,237834
292.0,185547
223.0,992605
268.0,895526
94.0,141683
194.0,504290
445.0,1945426
171.0,168509
185.0,790986
839.0,11739888
472.0,2424190
285.0,102684
261.0,402094
182.0,206390
242.0,494027
394.0,420577
213.0,453436
194.0,327456
345.0,78935
142.0,161511
157.0,773784
251.0,630750
299.0,684393
374.0,935300
272.0,935229
297.0,725235
199.0,1227719
157.0,410048
172.0,388129
244.0,433966
104.0,103886
168.0,480685
232.0,273664
208.0,642493
286.0,186786
356.0,1287391
158.0,165477
198.0,727266
205.0,242128
229.0,59374
200.0,369552
184.0,786128
256.0,240538
157.0,777178
382.0,499964
854.0,18062429
221.0,212469
203.0,494307
177.0,1143151
173.0,308020
292.0,229322
223.0,1251392
268.0,1194971
94.0,188857
194.0,603422
445.0,2509157
171.0,228444
185.0,962252
839.0,15879423
472.0,2901762
285.0,138527
261.0,479971
182.0,274439
242.0,666721
394.0,552247
213.0,583854
194.0,437313
345.0,98546
142.0,221446
157.0,909026
251.0,796105
299.0,846558
374.0,1160674
272.0,1218814
297.0,983069
199.0,1629869
157.0,553103
172.0,521170
244.0,550250
104.0,143865
168.0,582096
232.0,371875
208.0,888076
286.0,250671
356.0,1649254
158.0,221931
198.0,874643
205.0,311735
229.0,80878
200.0,418000
184.0,906061
256.0,325006
157.0,945162
382.0,576145
854.0,18872294
221.0,290428
203.0,588668
177.0,1550995
173.0,356009
292.0,268264
223.0,1550696
268.0,1500274
94.0,214866
194.0,712143
445.0,2793829
171.0,286337
185.0,828769
839.0,20249473
472.0,3486010
285.0,185141
261.0,556365
182.0,346631
242.0,807793
394.0,677107
213.0,688918
194.0,531047
345.0,121988
142.0,272659
157.0,1032990
251.0,1003150
299.0,1004214
374.0,1358528
272.0,1331074
297.0,1054696
199.0,1747508
157.0,673872
172.0,761513
244.0,669470
104.0,184458
168.0,550319
232.0,446051
208.0,1021478
286.0,303500
356.0,1956388
158.0,253659
198.0,924103
205.0,457894
229.0,155614
200.0,528535
184.0,1264576
256.0,504022
157.0,1295916
382.0,860061
854.0,14074026
221.0,448472
203.0,788845
177.0,1950309
173.0,503111
292.0,371197
223.0,1913320
268.0,1792207
94.0,294665
194.0,900412
445.0,2624767
171.0,437409
185.0,1066800
839.0,13320426
472.0,2318052
285.0,345216
261.0,697772
182.0,480536
242.0,988154
394.0,979863
213.0,937615
194.0,647097
345.0,163980
142.0,411969
157.0,1262637
251.0,1370563
299.0,1214400
374.0,1877915
272.0,1633278
297.0,1279303
199.0,2007098
157.0,919072
172.0,791555
244.0,963692
104.0,287598
168.0,765616
232.0,594134
208.0,1241316
286.0,433833
356.0,2060273
158.0,340098
198.0,1117516
205.0,488774
229.0,161857
200.0,664283
184.0,1530617
256.0,615021
157.0,1615774
382.0,979454
854.0,29560361
221.0,572555
203.0,946814
177.0,2113701
173.0,570162
292.0,436118
223.0,2498225
268.0,2527639
94.0,362774
194.0,1133377
445.0,3978884
171.0,500606
185.0,1307021
839.0,17544816
472.0,3568035
285.0,373102
261.0,902355
182.0,574815
242.0,1213750
394.0,1099715
213.0,1085273
194.0,806043
345.0,193815
142.0,475441
157.0,1624365
251.0,1602252
299.0,1510708
374.0,2086383
272.0,2022389
297.0,1679598
199.0,2512141
157.0,1053694
172.0,971434
244.0,1095702
104.0,310991
168.0,918103
232.0,746341
208.0,1641125
286.0,491496
356.0,2921971
158.0,421809
198.0,1426125
205.0,687422
229.0,218291
200.0,968828
184.0,2264084
256.0,942429
157.0,2338983
382.0,1375781
854.0,38492334
221.0,835693
203.0,1286133
177.0,3170211
173.0,795381
292.0,610567
223.0,3659099
268.0,3833814
94.0,507945
194.0,1650908
445.0,6115831
171.0,745011
185.0,2019683
839.0,25715586
472.0,5245511
285.0,526191
261.0,1313363
182.0,834886
242.0,1702849
394.0,1558956
213.0,1564453
194.0,1138127
345.0,263987
142.0,643236
157.0,2354383
251.0,2246137
299.0,2168894
374.0,3045335
272.0,2882971
297.0,2441893
199.0,3633263
157.0,1518741
172.0,1463780
244.0,1557727
104.0,426813
168.0,1338636
232.0,1056459
208.0,2307583
286.0,689996
356.0,4280284
158.0,610841
198.0,2048942
205.0,811955
229.0,228504
200.0,1029032
184.0,2315936
256.0,1067563
157.0,2398625
382.0,1375999
854.0,67309234
221.0,901398
203.0,1313444
177.0,3281453
173.0,823880
292.0,635398
223.0,3992803
268.0,4368739
94.0,490349
194.0,1882964
445.0,7162483
171.0,783753
185.0,2149209
839.0,37457244
472.0,6508756
285.0,597586
261.0,1402614
182.0,858851
242.0,1919705
394.0,1642617
213.0,1563580
194.0,1242613
345.0,260101
142.0,633224
157.0,2579640
251.0,2591177
299.0,2401427
374.0,2905406
272.0,3149917
297.0,2437515
199.0,3804912
157.0,1598317
172.0,1585789
244.0,1726969
104.0,441474
168.0,1542033
232.0,1032630
208.0,2282715
286.0,709159
356.0,4926814
158.0,634168
198.0,2319909
205.0,973164
229.0,337155
200.0,1244262
184.0,2827665
256.0,1345781
157.0,2817683
382.0,1929431
854.0,74643630
221.0,1145247
203.0,1706850
177.0,3787673
173.0,1088303
292.0,827843
223.0,4430778
268.0,5029916
94.0,608674
194.0,2290014
445.0,7475892
171.0,1022389
185.0,2539274
839.0,34159162
472.0,6808088
285.0,771669
261.0,1723310
182.0,1048839
242.0,2219684
394.0,2232701
213.0,1855069
194.0,1431573
345.0,334508
142.0,870375
157.0,2995052
251.0,3307789
299.0,2599381
374.0,3692722
272.0,3641764
297.0,3121411
199.0,4199604
157.0,1926324
172.0,1858973
244.0,2078924
104.0,584509
168.0,1989814
232.0,1411602
208.0,2696777
286.0,978223
356.0,4879699
158.0,824921
198.0,2818313
266.0,438972
321.0,112541
237.0,219644
365.0,620430
242.0,146374
293.0,94217
268.0,211789
192.0,142067
285.0,139376
74.0,50072
253.0,96798
244.0,70314
359.0,332668
255.0,154861
504.0,351519
343.0,259016
470.0,592456
319.0,221472
276.0,60163
393.0,669259
219.0,129616
560.0,316766
295.0,126868
603.0,3842929
368.0,310127
196.0,57950
329.0,231021
287.0,247012
163.0,37285
290.0,451438
1915.0,1243518
205.0,111564
244.0,60452
204.0,120864
266.0,616058
321.0,150414
237.0,296011
365.0,789032
242.0,213528
293.0,142191
268.0,289553
192.0,218475
285.0,193300
74.0,78306
253.0,148668
244.0,99174
359.0,456493
255.0,204649
504.0,459551
343.0,348856
470.0,792349
319.0,301594
276.0,81758
393.0,956098
219.0,180136
560.0,467130
295.0,165911
603.0,5162876
368.0,469802
196.0,88067
329.0,317849
287.0,357450
163.0,59117
290.0,657732
1915.0,1773084
205.0,153356
244.0,88839
204.0,175489
266.0,842685
321.0,186781
237.0,369988
365.0,1171650
242.0,297477
293.0,175526
268.0,382228
192.0,285271
285.0,245060
74.0,109208
253.0,188257
244.0,128836
359.0,595180
255.0,279281
504.0,639398
343.0,420545
470.0,1215989
319.0,407264
276.0,108557
393.0,1321016
219.0,240387
560.0,715144
295.0,204284
603.0,7890491
368.0,717318
196.0,129543
329.0,427506
287.0,510604
163.0,76130
290.0,957281
1915.0,2611297
205.0,208207
244.0,110307
204.0,229128
266.0,1226980
321.0,291472
237.0,546615
365.0,1685901
242.0,437218
293.0,245846
268.0,548395
192.0,382372
285.0,368312
74.0,155411
253.0,254253
244.0,176257
359.0,879950
255.0,389658
504.0,913594
343.0,628803
470.0,1884842
319.0,587651
276.0,157820
393.0,1881354
219.0,361661
560.0,1088141
295.0,308504
603.0,11075153
368.0,1080514
196.0,183226
329.0,585846
287.0,716956
163.0,114717
290.0,1266285
1915.0,4198385
205.0,280783
244.0,162834
204.0,328480
266.0,1729326
321.0,401169
237.0,891044
365.0,2792378
242.0,559625
293.0,328528
268.0,749376
192.0,509133
285.0,481989
74.0,188507
253.0,318147
244.0,223427
359.0,1166142
255.0,540378
504.0,1373093
343.0,814951
470.0,3417783
319.0,817852
276.0,206076
393.0,2967544
219.0,465021
560.0,1719894
295.0,406124
603.0,23360634
368.0,1659791
196.0,258764
329.0,817265
287.0,984038
163.0,159703
290.0,1711532
1915.0,6590587
205.0,406198
244.0,223071
204.0,423865
266.0,1790440
321.0,400952
237.0,1157518
365.0,3396197
242.0,608584
293.0,329931
268.0,741166
192.0,505590
285.0,484195
74.0,208387
253.0,302812
244.0,217343
359.0,1123667
255.0,531441
504.0,1253641
343.0,821241
470.0,4188658
319.0,808316
276.0,204845
393.0,3923883
219.0,514655
560.0,1781149
295.0,410613
603.0,44795652
368.0,1818926
196.0,278354
329.0,802674
287.0,1045298
163.0,168005
290.0,1820589
1915.0,7530876
205.0,403626
244.0,226637
204.0,438803
266.0,2826165
321.0,545110
237.0,1801245
365.0,5823390
242.0,855427
293.0,431793
268.0,960929
192.0,687068
285.0,653540
74.0,278888
253.0,397041
244.0,299371
359.0,1539403
255.0,855316
504.0,1767210
343.0,1113069
470.0,6165553
319.0,1095647
276.0,277232
393.0,7028066
219.0,719297
560.0,2699901
295.0,568673
603.0,67093416
368.0,2748252
196.0,366958
329.0,1106146
287.0,1590888
163.0,211699
290.0,2841225
1915.0,11231012
205.0,537284
244.0,302180
204.0,597079
266.0,4236391
321.0,790624
237.0,2436587
365.0,8161133
242.0,1213228
293.0,556898
268.0,1362337
192.0,909203
285.0,960516
74.0,351716
253.0,514670
244.0,400633
359.0,2235555
255.0,1196313
504.0,2441776
343.0,1574163
470.0,8223885
319.0,1570164
276.0,384764
393.0,10054198
219.0,1031345
560.0,3271051
295.0,798141
603.0,91666565
368.0,3562595
196.0,446975
329.0,1588563
287.0,2348115
163.0,254829
290.0,3759589
1915.0,13830713
205.0,660720
244.0,485744
204.0,814563
266.0,5518308
321.0,964703
237.0,2854580
365.0,9438690
242.0,1616755
293.0,687372
268.0,1755077
192.0,1186408
285.0,1264091
74.0,414941
253.0,617809
244.0,519908
359.0,2925407
255.0,1554254
504.0,3119430
343.0,2119578
470.0,10765004
319.0,2043375
276.0,509151
393.0,12019521
219.0,1418537
560.0,3821386
295.0,1045807
603.0,107497963
368.0,4244606
196.0,588589
329.0,2093409
287.0,3113859
163.0,322511
290.0,4939298
1915.0,15699451
205.0,806699
244.0,2080496
204.0,1062147
266.0,6617740
321.0,1207755
237.0,2868272
365.0,7820545
242.0,2593890
293.0,890538
268.0,2419215
192.0,1514383
285.0,1706807
74.0,574657
253.0,805107
244.0,775498
359.0,3727977
255.0,2008102
504.0,3390905
343.0,2772910
470.0,8581175
319.0,2592680
276.0,766368
393.0,11893531
219.0,2058303
560.0,4237438
295.0,1460967
603.0,58840981
368.0,4056198
196.0,834955
329.0,2593679
287.0,3728345
163.0,452629
290.0,6271738
1915.0,12230364
205.0,968066
244.0,2533987
204.0,1483416
266.0,8883332
321.0,1518861
237.0,3774174
365.0,12231686
242.0,3118322
293.0,1083453
268.0,2928610
192.0,1910883
285.0,2146455
74.0,678774
253.0,927925
244.0,921760
359.0,4687954
255.0,2539902
504.0,4272945
343.0,3309492
470.0,11746960
319.0,3194923
276.0,910384
393.0,17587671
219.0,2489096
560.0,5046305
295.0,1886141
603.0,101472134
368.0,5427408
196.0,945643
329.0,3148369
287.0,4577239
163.0,521528
290.0,8375851
1915.0,16568232
205.0,1171546
244.0,2135042
204.0,1743407
266.0,13929256
321.0,2321592
237.0,5645786
365.0,19001745
242.0,4622657
293.0,1557214
268.0,4315634
192.0,2924775
285.0,3259845
74.0,953205
253.0,1312868
244.0,1323826
359.0,6985861
255.0,3740553
504.0,6953772
343.0,5323018
470.0,17881031
319.0,4944241
276.0,1339578
393.0,25886584
219.0,3700883
560.0,8070045
295.0,2927074
603.0,142350762
368.0,9634903
196.0,1239737
329.0,4990427
287.0,7533969
163.0,704068
290.0,12746918
1915.0,30073494
205.0,1765818
244.0,5782133
204.0,2582434
266.0,14942900
321.0,2410033
237.0,5370072
365.0,20324679
242.0,4851168
293.0,1564520
268.0,4321520
192.0,3151866
285.0,3403609
74.0,959325
253.0,1400318
244.0,1278417
359.0,7125707
255.0,3795010
504.0,7652720
343.0,5760464
470.0,20132732
319.0,5176083
276.0,1383515
393.0,27235543
219.0,3859502
560.0,8313771
295.0,3263936
603.0,208930588
368.0,10673549
196.0,1238194
329.0,5514760
287.0,8011794
163.0,687743
290.0,13720797
1915.0,33503449
205.0,1840914
244.0,16119131
204.0,2673201
266.0,16869500
321.0,3118344
237.0,6482349
365.0,23744887
242.0,6303927
293.0,1822721
268.0,5761237
192.0,3869197
285.0,4332008
74.0,1212525
253.0,1714392
244.0,1723420
359.0,9203822
255.0,4973393
504.0,8091062
343.0,6926698
470.0,22506189
319.0,6605754
276.0,1769625
393.0,28391827
219.0,4779631
560.0,8657621
295.0,4436069
603.0,218732925
368.0,11509927
196.0,1425394
329.0,6227375
287.0,8589362
163.0,744195
290.0,16828619
1915.0,34695330
205.0,2139522
244.0,27190170
204.0,3570984
415.0,7005
37.0,880
50.0,4081
555.0,21960
847.0,29863
190.0,1305
0.0,1622
23.0,329
0.0,4187
0.0,646
21.0,2
116.0,613
25.0,1007
0.0,882
713.0,8288
31.0,1399
415.0,11338
37.0,1619
50.0,7110
555.0,42065
847.0,46604
190.0,2710
0.0,3879
23.0,340
0.0,6741
0.0,1051
21.0,11
116.0,970
25.0,1714
0.0,2080
713.0,20689
31.0,2800
415.0,13649
37.0,2591
50.0,8671
555.0,60511
847.0,53577
190.0,3959
0.0,4590
23.0,349
0.0,9151
0.0,1636
21.0,48
116.0,1416
25.0,2829
0.0,3282
713.0,19399
31.0,3600
415.0,19048
37.0,4425
50.0,14801
555.0,54610
847.0,71845
190.0,5444
0.0,6508
23.0,845
0.0,13325
0.0,2598
21.0,112
116.0,2902
25.0,4866
0.0,5426
713.0,24817
31.0,4538
415.0,19486
37.0,4711
50.0,16940
555.0,65076
847.0,79612
190.0,5957
0.0,6683
23.0,994
0.0,15937
0.0,3526
21.0,189
116.0,3382
25.0,6373
0.0,6064
713.0,24257
31.0,6222
415.0,17577
37.0,5816
50.0,15958
555.0,60830
847.0,78677
190.0,6285
0.0,6912
23.0,974
0.0,16230
0.0,3382
21.0,226
116.0,4057
25.0,5763
0.0,6226
713.0,20528
31.0,7984
415.0,23755
37.0,9230
50.0,23946
555.0,79728
847.0,101022
190.0,6684
0.0,10786
23.0,1537
0.0,23953
0.0,4592
21.0,370
116.0,5730
25.0,9939
0.0,7570
713.0,25149
31.0,11017
415.0,31835
37.0,11650
50.0,26420
555.0,96589
847.0,150073
190.0,7943
0.0,12984
23.0,1618
0.0,28686
0.0,6326
21.0,537
116.0,7994
25.0,11954
0.0,9616
713.0,32971
31.0,12148
415.0,40172
37.0,13716
50.0,33637
555.0,97573
847.0,471392
190.0,8704
0.0,16690
23.0,2768
0.0,33643
0.0,8941
21.0,982
116.0,9922
25.0,14451
0.0,12297
713.0,40558
31.0,13355
415.0,70841
37.0,21517
50.0,50818
555.0,127255
847.0,551775
190.0,13861
0.0,30404
23.0,4430
0.0,48617
0.0,14604
21.0,1363
116.0,17187
25.0,21294
0.0,18676
713.0,66183
31.0,24243
415.0,82097
37.0,25158
50.0,61160
555.0,148992
847.0,805964
190.0,17173
0.0,33268
23.0,5040
0.0,56646
0.0,12955
21.0,2016
116.0,22336
25.0,24595
0.0,19244
713.0,75667
31.0,27857
415.0,95869
37.0,31540
50.0,71693
555.0,179438
847.0,894877
190.0,19898
0.0,37180
23.0,6676
0.0,74472
0.0,14618
21.0,2329
116.0,27636
25.0,27674
0.0,23797
713.0,87208
31.0,32947
415.0,73777
37.0,23884
50.0,62755
555.0,161841
847.0,1693458
190.0,16697
0.0,29803
23.0,6312
0.0,63234
0.0,12635
21.0,1714
116.0,22025
25.0,20962
0.0,19430
713.0,72593
31.0,22415
415.0,89095
37.0,29178
50.0,80524
555.0,179337
847.0,2353896
190.0,21823
0.0,37444
23.0,6983
0.0,78765
0.0,13296
21.0,1842
116.0,25681
25.0,24852
0.0,23771
713.0,91264
31.0,28524
121.0,749
58.0,4896
292.0,23283
106.0,922
77.0,705
210.0,798
82.0,319
173.0,7660
160.0,3131
73.0,1079
121.0,832
58.0,6004
292.0,33966
106.0,1403
77.0,1103
210.0,1767
82.0,396
173.0,10651
160.0,2232
73.0,742
121.0,1323
58.0,11397
292.0,54015
106.0,2271
77.0,2110
210.0,2740
82.0,1032
173.0,17911
160.0,3240
73.0,1228
121.0,2808
58.0,20614
292.0,70386
106.0,4011
77.0,3037
210.0,3950
82.0,1518
173.0,29000
160.0,4693
73.0,2821
121.0,3529
58.0,25054
292.0,101662
106.0,3816
77.0,3146
210.0,3819
82.0,1267
173.0,30087
160.0,5411
73.0,3646
121.0,3926
58.0,21325
292.0,126665
106.0,3804
77.0,3048
210.0,4563
82.0,1152
173.0,32077
160.0,5226
73.0,3012
121.0,5970
58.0,28604
292.0,156970
106.0,6329
77.0,4768
210.0,6405
82.0,2009
173.0,45652
160.0,8947
73.0,4604
121.0,7811
58.0,31575
292.0,189936
106.0,8449
77.0,7020
210.0,7301
82.0,2753
173.0,51137
160.0,11750
73.0,5296
121.0,10003
58.0,36855
292.0,280817
106.0,9622
77.0,10483
210.0,10582
82.0,3516
173.0,65263
160.0,15784
73.0,7569
121.0,19865
58.0,50077
292.0,294655
106.0,19393
77.0,15934
210.0,20761
82.0,5952
173.0,107355
160.0,26041
73.0,14911
121.0,19353
58.0,52534
292.0,239307
106.0,17943
77.0,17171
210.0,19536
82.0,5942
173.0,117550
160.0,28622
73.0,15031
121.0,23262
58.0,65059
292.0,298622
106.0,22048
77.0,22487
210.0,24078
82.0,7330
173.0,149536
160.0,32267
73.0,18440
121.0,18473
58.0,70732
292.0,322156
106.0,18850
77.0,19054
210.0,18591
82.0,6212
173.0,133362
160.0,24312
73.0,16947
121.0,24431
58.0,87223
292.0,386773
106.0,25028
77.0,21894
210.0,24491
82.0,7218
173.0,174186
160.0,30529
73.0,16590
113.0,12006
39.0,453
60.0,1457
46.0,735
34.0,1604
28.0,1133
40.0,482
46.0,691
113.0,16353
39.0,834
60.0,2092
46.0,627
34.0,3249
28.0,1813
40.0,846
46.0,1237
113.0,24199
39.0,1099
60.0,2631
46.0,1231
34.0,4716
28.0,2247
40.0,1060
46.0,2133
113.0,31828
39.0,1726
60.0,4701
46.0,2341
34.0,6349
28.0,4168
40.0,1299
46.0,2830
113.0,40608
39.0,1865
60.0,5590
46.0,3749
34.0,8092
28.0,5400
40.0,2038
46.0,2964
113.0,45257
39.0,2055
60.0,5077
46.0,4502
34.0,8919
28.0,5047
40.0,1897
46.0,2917
113.0,54796
39.0,3512
60.0,6977
46.0,6097
34.0,13305
28.0,6296
40.0,2722
46.0,4389
113.0,68532
39.0,4878
60.0,11051
46.0,8069
34.0,15344
28.0,8468
40.0,3008
46.0,5889
113.0,78597
39.0,6269
60.0,11386
46.0,13887
34.0,19703
28.0,12136
40.0,4119
46.0,7512
113.0,93369
39.0,8480
60.0,14432
46.0,22369
34.0,27260
28.0,15352
40.0,6775
46.0,10425
113.0,136460
39.0,11286
60.0,15789
46.0,25540
34.0,30971
28.0,17199
40.0,7107
46.0,10351
113.0,166039
39.0,15587
60.0,21149
46.0,32803
34.0,41847
28.0,21383
40.0,8995
46.0,14804
113.0,182220
39.0,13769
60.0,22212
46.0,31658
34.0,40131
28.0,18670
40.0,8038
46.0,12877
113.0,222893
39.0,15913
60.0,23910
46.0,38779
34.0,46084
28.0,20464
40.0,10633
46.0,15664
410.0,18449
66.0,255
213.0,11070
89.0,605
120.0,3428
145.0,1851
55.0,587
81.0,1397
98.0,1861
120.0,1642
112.0,1700
410.0,31758
66.0,497
213.0,14759
89.0,526
120.0,4472
145.0,2652
55.0,1151
81.0,2058
98.0,2914
120.0,2851
112.0,1961
410.0,44383
66.0,1527
213.0,20678
89.0,529
120.0,7245
145.0,4368
55.0,1349
81.0,2951
98.0,4657
120.0,3314
112.0,3370
410.0,68046
66.0,2008
213.0,28604
89.0,907
120.0,10673
145.0,7966
55.0,2071
81.0,3615
98.0,5518
120.0,4959
112.0,4966
410.0,80741
66.0,2103
213.0,34373
89.0,1593
120.0,11808
145.0,9694
55.0,2689
81.0,5062
98.0,5962
120.0,5694
112.0,8860
410.0,86518
66.0,2784
213.0,35959
89.0,1530
120.0,11894
145.0,10564
55.0,2715
81.0,5232
98.0,6027
120.0,5778
112.0,19752
410.0,117140
66.0,4847
213.0,50183
89.0,2839
120.0,17903
145.0,17134
55.0,4277
81.0,8985
98.0,9274
120.0,9242
112.0,20054
410.0,142922
66.0,5522
213.0,58317
89.0,3517
120.0,21048
145.0,23615
55.0,5148
81.0,11054
98.0,11148
120.0,11505
112.0,23374
410.0,185428
66.0,8571
213.0,68246
89.0,4576
120.0,22949
145.0,28668
55.0,6691
81.0,13124
98.0,13234
120.0,13752
112.0,12812
410.0,232533
66.0,11097
213.0,98852
89.0,8262
120.0,34034
145.0,42193
55.0,11337
81.0,21862
98.0,19823
120.0,19427
112.0,18146
410.0,352179
66.0,12462
213.0,149404
89.0,10017
120.0,43164
145.0,53050
55.0,13958
81.0,26004
98.0,25719
120.0,28806
112.0,21556
410.0,422501
66.0,12945
213.0,168861
89.0,13202
120.0,48813
145.0,51806
55.0,14947
81.0,28612
98.0,29583
120.0,33080
112.0,23475
410.0,550985
66.0,10667
213.0,209442
89.0,12009
120.0,43465
145.0,43337
55.0,12322
81.0,24927
98.0,23643
120.0,26881
112.0,18219
410.0,585389
66.0,12223
213.0,274137
89.0,13528
120.0,63952
145.0,51055
55.0,15860
81.0,31478
98.0,27199
120.0,34223
112.0,21747
251.0,122127
601.0,279644
666.0,487588
268.0,170704
133.0,27344
429.0,399549
274.0,85127
199.0,101889
91.0,31647
545.0,189692
217.0,259941
799.0,1013916
156.0,64106
106.0,12181
241.0,208105
230.0,29925
247.0,195162
157.0,22483
488.0,279071
136.0,57875
158.0,135539
214.0,193041
251.0,184848
601.0,401149
666.0,703794
268.0,250503
133.0,34342
429.0,516556
274.0,122539
199.0,127537
91.0,42540
545.0,253791
217.0,354756
799.0,1344202
156.0,97339
106.0,18334
241.0,309322
230.0,42799
247.0,271194
157.0,28460
488.0,399081
136.0,78405
158.0,183165
214.0,261219
251.0,398755
601.0,1431437
666.0,3025622
268.0,1546536
133.0,88201
429.0,1634313
274.0,295910
199.0,317849
91.0,86499
545.0,940408
217.0,1247010
799.0,5333443
156.0,190128
106.0,33813
241.0,1007920
230.0,74791
247.0,1140437
157.0,71512
488.0,1434318
136.0,153782
158.0,516882
214.0,607564
251.0,369543
601.0,1048520
666.0,1823683
268.0,736715
133.0,87088
429.0,1402146
274.0,361836
199.0,319594
91.0,105832
545.0,636115
217.0,774382
799.0,4036038
156.0,217814
106.0,48825
241.0,671390
230.0,90414
247.0,568477
157.0,83272
488.0,1076748
136.0,210620
158.0,496780
214.0,620461
251.0,508744
601.0,1224209
666.0,2843941
268.0,1112474
133.0,167455
429.0,2226839
274.0,564885
199.0,431549
91.0,162039
545.0,953388
217.0,1099272
799.0,9928652
156.0,316520
106.0,70405
241.0,839604
230.0,144603
247.0,755115
157.0,108374
488.0,1300890
136.0,340244
158.0,895013
214.0,923180
251.0,347205
601.0,793895
666.0,2289245
268.0,599263
133.0,135005
429.0,1557000
274.0,379831
199.0,313155
91.0,122464
545.0,588898
217.0,778337
799.0,13339889
156.0,264946
106.0,63662
241.0,579915
230.0,111246
247.0,478845
157.0,85666
488.0,808325
136.0,280709
158.0,555196
214.0,769791
251.0,449364
601.0,1061299
666.0,3846764
268.0,798967
133.0,177790
429.0,1689894
274.0,471902
199.0,409951
91.0,153216
545.0,734359
217.0,1226918
799.0,18364742
156.0,353450
106.0,89976
241.0,694198
230.0,154122
247.0,634614
157.0,109425
488.0,1500762
136.0,376394
158.0,753215
214.0,1085480
251.0,687750
601.0,1978353
666.0,5783608
268.0,1550560
133.0,251711
429.0,2682447
274.0,652637
199.0,639494
91.0,233830
545.0,1340023
217.0,2031166
799.0,27477393
156.0,494293
106.0,133235
241.0,1161522
230.0,225429
247.0,1216377
157.0,167314
488.0,2203098
136.0,550178
158.0,1116191
214.0,1500297
251.0,683817
601.0,1450538
666.0,4024520
268.0,1043514
133.0,313975
429.0,2622872
274.0,700840
199.0,664969
91.0,243339
545.0,1082408
217.0,1413416
799.0,23152370
156.0,592534
106.0,181586
241.0,1016860
230.0,284539
247.0,808455
157.0,185560
488.0,1788019
136.0,663128
158.0,1113759
214.0,1644012
251.0,810788
601.0,1596539
666.0,3964715
268.0,1131904
133.0,338142
429.0,2890005
274.0,827189
199.0,809132
91.0,352412
545.0,1332607
217.0,1613148
799.0,16842715
156.0,701471
106.0,237062
241.0,1179036
230.0,349727
247.0,937866
157.0,242495
488.0,1909766
136.0,729797
158.0,1027708
214.0,1703737
251.0,985190
601.0,2028722
666.0,5060890
268.0,1383673
133.0,438029
429.0,3839868
274.0,1058263
199.0,963695
91.0,642484
545.0,1718709
217.0,2057809
799.0,23387123
156.0,892903
106.0,279070
241.0,1442159
230.0,410817
247.0,1150471
157.0,274431
488.0,2508367
136.0,940395
158.0,1337354
214.0,2196403
251.0,1460921
601.0,2820751
666.0,7649233
268.0,2043208
133.0,659640
429.0,5759948
274.0,1564404
199.0,1385646
91.0,771916
545.0,2352689
217.0,2911896
799.0,30354832
156.0,1326213
106.0,396989
241.0,1986570
230.0,587880
247.0,1672589
157.0,394157
488.0,3709394
136.0,1437322
158.0,2041120
214.0,3330883
251.0,1609575
601.0,2838067
666.0,8289932
268.0,2198973
133.0,690416
429.0,5849764
274.0,1727405
199.0,1524147
91.0,1058055
545.0,2318945
217.0,3023651
799.0,45765876
156.0,1411047
106.0,417372
241.0,2086266
230.0,629994
247.0,1668288
157.0,434130
488.0,3904605
