Density,Transactions
857.0,101085
1336.0,324943
268.0,60464
2028.0,87259
683.0,97252
851.0,51845
366.0,90820
1108.0,236534
398.0,187592
792.0,61395
594.0,51507
1415.0,493390
736.0,40039
897.0,37326
1226.0,216583
242.0,56296
1815.0,949749
903.0,105577
288.0,36881
670.0,66092
761.0,161451
1287.0,99946
1342.0,267015
561.0,110239
1284.0,144223
1033.0,141166
567.0,83803
854.0,118509
987.0,89298
939.0,201611
890.0,53722
673.0,106997
1200.0,50512
572.0,17420
882.0,76809
779.0,150536
274.0,133602
855.0,118235
682.0,83600
2399.0,573338
1084.0,401983
1007.0,256395
1021.0,174752
830.0,136709
818.0,88801
681.0,92623
1139.0,298664
415.0,114648
1081.0,227705
642.0,55757
404.0,65645
1084.0,385460
916.0,165558
1531.0,116917
808.0,197427
718.0,92156
788.0,189458
768.0,152763
315.0,40534
1220.0,268761
717.0,59628
683.0,103672
865.0,89984
634.0,91877
1044.0,114088
3967.0,1034409
1072.0,278757
857.0,160168
1336.0,457691
268.0,70112
2028.0,116427
683.0,127915
851.0,78576
366.0,121361
1108.0,373996
398.0,248296
792.0,87933
594.0,76224
1415.0,675908
736.0,57342
897.0,49714
1226.0,308705
242.0,70907
1815.0,1289613
903.0,197236
288.0,46294
670.0,102490
761.0,222266
1287.0,150163
1342.0,374625
561.0,159498
1284.0,197119
1033.0,185973
567.0,111003
854.0,190313
987.0,113190
939.0,258898
890.0,79715
673.0,138819
1200.0,67533
572.0,26457
882.0,130007
779.0,329672
274.0,190270
855.0,168555
682.0,118192
2399.0,836072
1084.0,491708
1007.0,316159
1021.0,264890
830.0,144079
818.0,100455
681.0,145809
1139.0,307862
415.0,128822
1081.0,259630
642.0,66029
404.0,100068
1084.0,530401
916.0,181572
1531.0,144640
808.0,204728
718.0,105307
788.0,219961
768.0,286920
315.0,43872
1220.0,309790
717.0,66044
683.0,132527
865.0,103556
634.0,121093
1044.0,123057
3967.0,1537030
1072.0,300379
857.0,180955
1336.0,589891
268.0,95140
2028.0,135845
683.0,142922
851.0,85558
366.0,142558
1108.0,381719
398.0,305260
792.0,186578
594.0,80659
1415.0,884952
736.0,58678
897.0,51040
1226.0,396083
242.0,84832
1815.0,1745149
903.0,251326
288.0,56821
670.0,132863
761.0,254457
1287.0,174181
1342.0,439181
561.0,193581
1284.0,231048
1033.0,229535
567.0,127083
854.0,192406
987.0,370270
939.0,291298
890.0,78307
673.0,151448
1200.0,78033
572.0,29870
882.0,148883
779.0,1244942
274.0,233627
855.0,178628
682.0,135326
2399.0,3305134
1084.0,705927
1007.0,447620
1021.0,288963
830.0,217755
818.0,170297
681.0,172120
1139.0,490180
415.0,191449
1081.0,419084
642.0,102204
404.0,123768
1084.0,797506
916.0,312025
1531.0,194370
808.0,314498
718.0,158573
788.0,342458
768.0,283080
315.0,65737
1220.0,465824
717.0,102642
683.0,174001
865.0,172603
634.0,166912
1044.0,192346
3967.0,2891774
1072.0,482849
857.0,274306
1336.0,879250
268.0,118516
2028.0,241731
683.0,203874
851.0,119900
366.0,199122
1108.0,578939
398.0,470280
792.0,178947
594.0,125159
1415.0,1254123
736.0,87216
897.0,74106
1226.0,643682
242.0,233847
1815.0,2611582
903.0,374480
288.0,71696
670.0,158673
761.0,396421
1287.0,274518
1342.0,700099
561.0,292253
1284.0,347253
1033.0,312409
567.0,281104
854.0,273497
987.0,230817
939.0,473870
890.0,125436
673.0,219554
1200.0,116324
572.0,54867
882.0,224522
779.0,427785
274.0,333564
855.0,292592
682.0,209580
2399.0,1806800
1084.0,1055850
1007.0,616388
1021.0,465210
830.0,326845
818.0,236538
681.0,207711
1139.0,695137
415.0,248172
1081.0,659104
642.0,131087
404.0,203200
1084.0,1150731
916.0,419396
1531.0,320769
808.0,445813
718.0,231747
788.0,543452
768.0,415199
315.0,97299
1220.0,753335
717.0,141351
683.0,259857
865.0,197121
634.0,226784
1044.0,265828
3967.0,4604564
1072.0,739327
857.0,351503
1336.0,1266510
268.0,155579
2028.0,398797
683.0,290787
851.0,174304
366.0,252004
1108.0,840405
398.0,714029
792.0,203044
594.0,179306
1415.0,2045370
736.0,123238
897.0,110359
1226.0,1000902
242.0,253422
1815.0,6724967
903.0,465056
288.0,104306
670.0,195238
761.0,594162
1287.0,353323
1342.0,1120213
561.0,420967
1284.0,454392
1033.0,431271
567.0,351018
854.0,397166
987.0,321906
939.0,656076
890.0,167634
673.0,337264
1200.0,160929
572.0,70553
882.0,302351
779.0,473527
274.0,512752
855.0,499375
682.0,266970
2399.0,2290282
1084.0,1094456
1007.0,636744
1021.0,368546
830.0,266904
818.0,206435
681.0,187035
1139.0,643099
415.0,219659
1081.0,547294
642.0,146778
404.0,157420
1084.0,893059
916.0,389946
1531.0,250504
808.0,379866
718.0,192308
788.0,498918
768.0,331329
315.0,83083
1220.0,642443
717.0,138846
683.0,215576
865.0,188426
634.0,188877
1044.0,279459
3967.0,4679159
1072.0,616075
857.0,335254
1336.0,1168931
268.0,130925
2028.0,330314
683.0,259447
851.0,165078
366.0,211738
1108.0,786691
398.0,628279
792.0,205350
594.0,165783
1415.0,2572884
736.0,111076
897.0,97533
1226.0,791535
242.0,185877
1815.0,12624404
903.0,478890
288.0,88311
670.0,197750
761.0,610141
1287.0,308586
1342.0,1123899
561.0,338746
1284.0,408045
1033.0,376962
567.0,236078
854.0,362782
987.0,228551
939.0,609666
890.0,140505
673.0,263493
1200.0,155157
572.0,59054
882.0,310255
779.0,363567
274.0,383509
855.0,381974
682.0,260465
2399.0,2098693
1084.0,1678565
1007.0,963300
1021.0,360610
830.0,274229
818.0,240249
681.0,208407
1139.0,614200
415.0,240440
1081.0,518281
642.0,169421
404.0,156394
1084.0,1164660
916.0,391016
1531.0,254395
808.0,465326
718.0,217390
788.0,661182
768.0,335261
315.0,92093
1220.0,630682
717.0,186724
683.0,264749
865.0,254048
634.0,217086
1044.0,440487
3967.0,6466390
1072.0,582438
857.0,395791
1336.0,1301866
268.0,141816
2028.0,426387
683.0,290466
851.0,225830
366.0,239290
1108.0,757706
398.0,811098
792.0,202155
594.0,195248
1415.0,3032525
736.0,146757
897.0,123627
1226.0,730646
242.0,200629
1815.0,11708246
903.0,448750
288.0,95118
670.0,237130
761.0,860755
1287.0,289175
1342.0,1429176
561.0,370018
1284.0,513828
1033.0,525482
567.0,226742
854.0,377704
987.0,250113
939.0,872438
890.0,173100
673.0,304259
1200.0,203262
572.0,61489
882.0,320825
779.0,536281
274.0,419238
855.0,368309
682.0,356473
2399.0,2441735
1084.0,1992945
1007.0,1161353
1021.0,499240
830.0,385496
818.0,327146
681.0,296077
1139.0,809005
415.0,341814
1081.0,727597
642.0,221392
404.0,228010
1084.0,1342436
916.0,530218
1531.0,335341
808.0,602847
718.0,298062
788.0,865523
768.0,535326
315.0,129557
1220.0,862616
717.0,250439
683.0,388969
865.0,320743
634.0,293982
1044.0,495365
3967.0,7615506
1072.0,785311
857.0,502501
1336.0,1669194
268.0,194650
2028.0,565080
683.0,372586
851.0,314326
366.0,334493
1108.0,1023077
398.0,995155
792.0,258519
594.0,275199
1415.0,3438636
736.0,180784
897.0,160586
1226.0,992091
242.0,249170
1815.0,14205324
903.0,527206
288.0,137733
670.0,297692
761.0,1095818
1287.0,445877
1342.0,1820166
561.0,494142
1284.0,686463
1033.0,619496
567.0,296345
854.0,530239
987.0,324874
939.0,1147871
890.0,224755
673.0,379896
1200.0,265095
572.0,78564
882.0,404440
779.0,717451
274.0,561074
855.0,517126
682.0,424210
2399.0,4217796
1084.0,2580164
1007.0,1516382
1021.0,557894
830.0,442934
818.0,477955
681.0,360206
1139.0,963531
415.0,362621
1081.0,867431
642.0,268711
404.0,263634
1084.0,1552726
916.0,648494
1531.0,378029
808.0,752927
718.0,392219
788.0,1151908
768.0,537509
315.0,152213
1220.0,1000897
717.0,332256
683.0,439975
865.0,389097
634.0,356379
1044.0,660551
3967.0,8267770
1072.0,886756
857.0,599465
1336.0,1933805
268.0,225126
2028.0,774089
683.0,477639
851.0,410971
366.0,402254
1108.0,1180411
398.0,1147735
792.0,314330
594.0,356453
1415.0,3526062
736.0,236602
897.0,209052
1226.0,1152792
242.0,295766
1815.0,15484604
903.0,620464
288.0,154842
670.0,386043
761.0,1331532
1287.0,446716
1342.0,2734403
561.0,553170
1284.0,932327
1033.0,818233
567.0,368547
854.0,616605
987.0,387893
939.0,1272320
890.0,298047
673.0,476637
1200.0,350784
572.0,92811
882.0,504094
779.0,558492
274.0,634133
855.0,557876
682.0,512648
2399.0,3542507
1084.0,2837641
1007.0,1873486
1021.0,772604
830.0,635116
818.0,617820
681.0,555297
1139.0,1402231
415.0,517053
1081.0,1181508
642.0,396187
404.0,357345
1084.0,1694171
916.0,948055
1531.0,544721
808.0,1145403
718.0,626764
788.0,1706169
768.0,695768
315.0,216451
1220.0,1368817
717.0,551798
683.0,611642
865.0,601099
634.0,541508
1044.0,877638
3967.0,7640595
1072.0,1252110
857.0,815060
1336.0,2231738
268.0,345407
2028.0,902343
683.0,790987
851.0,615773
366.0,580715
1108.0,1679713
398.0,1262589
792.0,505120
594.0,542702
1415.0,3495087
736.0,397002
897.0,298441
1226.0,1538615
242.0,399359
1815.0,12430842
903.0,822688
288.0,233814
670.0,654574
761.0,1541861
1287.0,658169
1342.0,2994911
561.0,749501
1284.0,1098280
1033.0,1091622
567.0,496981
854.0,954561
987.0,555936
939.0,1685012
890.0,445362
673.0,673377
1200.0,492479
572.0,134854
882.0,819494
779.0,722022
274.0,806207
855.0,776598
682.0,710650
2399.0,2569684
1084.0,3402430
1007.0,2172376
1021.0,812512
830.0,693798
818.0,683194
681.0,562146
1139.0,1562684
415.0,538930
1081.0,1405118
642.0,454008
404.0,366254
1084.0,1969627
916.0,1075459
1531.0,660851
808.0,1182322
718.0,592062
788.0,1846812
768.0,822442
315.0,238568
1220.0,1661831
717.0,520578
683.0,675757
865.0,586393
634.0,540614
1044.0,994544
3967.0,10353511
1072.0,1489295
857.0,929086
1336.0,3197317
268.0,355583
2028.0,1102037
683.0,717346
851.0,625553
366.0,629953
1108.0,2030640
398.0,1597393
792.0,470383
594.0,558874
1415.0,4224357
736.0,348658
897.0,315793
1226.0,1825898
242.0,468063
1815.0,18626637
903.0,936896
288.0,261861
670.0,613350
761.0,1884033
1287.0,738346
1342.0,3739519
561.0,846288
1284.0,1295741
1033.0,1231459
567.0,492878
854.0,1080871
987.0,553247
939.0,1946572
890.0,452494
673.0,671383
1200.0,536622
572.0,149664
882.0,929098
779.0,709016
274.0,979144
855.0,868946
682.0,748311
2399.0,3370707
1084.0,5121332
1007.0,3179237
1021.0,1059079
830.0,929052
818.0,990643
681.0,785790
1139.0,2036037
415.0,733236
1081.0,1983414
642.0,602659
404.0,485652
1084.0,2825946
916.0,1397049
1531.0,845550
808.0,1671649
718.0,808394
788.0,2689766
768.0,1124617
315.0,325363
1220.0,2392279
717.0,723860
683.0,976366
865.0,831323
634.0,721429
1044.0,1433503
3967.0,15220234
1072.0,1956174
857.0,1293672
1336.0,4537853
268.0,468721
2028.0,1644740
683.0,964983
851.0,900053
366.0,870463
1108.0,2575090
398.0,2406415
792.0,639599
594.0,801177
1415.0,6052576
736.0,475224
897.0,426355
1226.0,2544134
242.0,657837
1815.0,21791125
903.0,1269772
288.0,338467
670.0,835630
761.0,2894712
1287.0,995516
1342.0,5063989
561.0,1127365
1284.0,1837124
1033.0,1855968
567.0,659881
854.0,1456324
987.0,779375
939.0,2800641
890.0,658894
673.0,921620
1200.0,770139
572.0,194123
882.0,1203287
779.0,944455
274.0,1375197
855.0,1164282
682.0,1021144
2399.0,5020393
1084.0,5773733
1007.0,3639658
1021.0,973066
830.0,877998
818.0,1070707
681.0,769110
1139.0,1797181
415.0,753675
1081.0,1812583
642.0,585060
404.0,478856
1084.0,3013200
916.0,1317427
1531.0,740300
808.0,1776010
718.0,860365
788.0,2844618
768.0,1072974
315.0,305595
1220.0,2146841
717.0,752911
683.0,1056534
865.0,860342
634.0,707603
1044.0,1522752
3967.0,16400075
1072.0,1811693
857.0,1238540
1336.0,4804502
268.0,448033
2028.0,1787385
683.0,928482
851.0,904106
366.0,838073
1108.0,2218994
398.0,2604380
792.0,666139
594.0,786955
1415.0,6948497
736.0,494513
897.0,427365
1226.0,2430660
242.0,715812
1815.0,35616880
903.0,1226115
288.0,330542
670.0,879113
761.0,3300059
1287.0,885573
1342.0,6883062
561.0,1069333
1284.0,2141475
1033.0,2056338
567.0,690076
854.0,1348590
987.0,860337
939.0,3177302
890.0,713188
673.0,942125
1200.0,813526
572.0,192450
882.0,1151889
779.0,983750
274.0,1364012
855.0,1072868
682.0,948502
2399.0,5807048
1084.0,6542679
1007.0,4566809
1021.0,1395101
830.0,1291021
818.0,1436225
681.0,1059958
1139.0,2801633
415.0,979428
1081.0,2697371
642.0,876332
404.0,666585
1084.0,3642839
916.0,1918966
1531.0,1129475
808.0,2371176
718.0,1191301
788.0,3724506
768.0,1443308
315.0,419599
1220.0,3134141
717.0,1059378
683.0,1408727
865.0,1169320
634.0,1010271
1044.0,1991790
3967.0,16797842
1072.0,2732309
857.0,1653720
1336.0,5995988
268.0,625781
2028.0,2140953
683.0,1291751
851.0,1233619
366.0,1201881
1108.0,3527787
398.0,2982163
792.0,922056
594.0,1063446
1415.0,7585841
736.0,733957
897.0,599546
1226.0,3460610
242.0,896705
1815.0,41241215
903.0,1721504
288.0,475867
670.0,1262286
761.0,3781704
1287.0,1368848
1342.0,8599202
561.0,1444919
1284.0,2635770
1033.0,2598478
567.0,862297
854.0,2122304
987.0,1178718
939.0,3974722
890.0,950489
673.0,1219746
1200.0,1072971
572.0,256597
882.0,1771043
779.0,1217768
274.0,1762236
855.0,1560506
682.0,1265296
2399.0,6220925
479.0,71585
523.0,378312
771.0,2125816
753.0,224063
1753.0,380589
3300.0,346838
621.0,120349
374.0,66167
239.0,4972
24252.0,2043129
1071.0,491756
1334.0,833479
1316.0,549427
1798.0,350033
757.0,419331
890.0,396998
1076.0,516243
468.0,234356
956.0,242526
479.0,113879
523.0,747564
771.0,2775489
753.0,466273
1753.0,680606
3300.0,560185
621.0,180099
374.0,119417
239.0,8003
24252.0,2501448
1071.0,697698
1334.0,1290440
1316.0,972818
1798.0,661190
757.0,681104
890.0,738207
1076.0,850189
468.0,395773
956.0,371120
479.0,190894
523.0,5179457
771.0,6066238
753.0,848445
1753.0,2570814
3300.0,1389380
621.0,315295
374.0,544404
239.0,11831
24252.0,4733562
1071.0,1891735
1334.0,4125695
1316.0,3491909
1798.0,2874238
757.0,2615338
890.0,3594299
1076.0,2641955
468.0,2634127
956.0,565131
479.0,191071
523.0,1674744
771.0,4639212
753.0,530257
1753.0,2105799
3300.0,1348284
621.0,272277
374.0,272439
239.0,19414
24252.0,5401244
1071.0,1248022
1334.0,2771908
1316.0,1602207
1798.0,1184281
757.0,1645590
890.0,1517609
1076.0,1603344
468.0,928572
956.0,546004
479.0,201488
523.0,1555874
771.0,5081745
753.0,430789
1753.0,2488635
3300.0,1870799
621.0,324907
374.0,296546
239.0,25274
24252.0,9807639
1071.0,1559418
1334.0,2701331
1316.0,1878230
1798.0,1712637
757.0,2056170
890.0,2576757
1076.0,2175167
468.0,826372
956.0,591162
479.0,206118
523.0,1250400
771.0,1207526
753.0,366374
1753.0,2379459
3300.0,1740780
621.0,318023
374.0,195771
239.0,30723
24252.0,13259522
1071.0,1433212
1334.0,2301748
1316.0,1702468
1798.0,2145729
757.0,1561429
890.0,4174535
1076.0,1850677
468.0,638348
956.0,540199
479.0,252938
523.0,2304123
771.0,1941324
753.0,643446
1753.0,3690825
3300.0,2301305
621.0,433372
374.0,366694
239.0,39750
24252.0,16306691
1071.0,1832396
1334.0,4494100
1316.0,2571191
1798.0,3088578
757.0,2347260
890.0,5809301
1076.0,2642814
468.0,1095563
956.0,643412
479.0,338336
523.0,6055533
771.0,4269094
753.0,928554
1753.0,4540564
3300.0,2742810
621.0,570982
374.0,580248
239.0,48119
24252.0,21917627
1071.0,2391313
1334.0,5467828
1316.0,3838756
1798.0,5025410
757.0,4095923
890.0,9422447
1076.0,3988434
468.0,2976215
956.0,912512
479.0,375417
523.0,2512191
771.0,2113805
753.0,550767
1753.0,3231486
3300.0,2488292
621.0,559462
374.0,356885
239.0,58372
24252.0,18756562
1071.0,1603861
1334.0,3036374
1316.0,2617674
1798.0,3018166
757.0,2731293
890.0,2150646
1076.0,3016163
468.0,1140216
956.0,792676
479.0,498095
523.0,1671299
771.0,1499893
753.0,528299
1753.0,3388361
3300.0,2820336
621.0,727162
374.0,337606
239.0,83294
24252.0,12981198
1071.0,1781192
1334.0,2954461
1316.0,2630360
1798.0,2283471
757.0,2623659
890.0,2110210
1076.0,2954606
468.0,980210
956.0,994578
479.0,610691
523.0,2050039
771.0,1761673
753.0,648423
1753.0,4366382
3300.0,5455673
621.0,890247
374.0,413235
239.0,98474
24252.0,20532488
1071.0,2240712
1334.0,4140812
1316.0,3385474
1798.0,2824660
757.0,3217002
890.0,2593218
1076.0,4082398
468.0,1202467
956.0,1217053
479.0,813188
523.0,2718632
771.0,2387731
753.0,847582
1753.0,5674060
3300.0,6331177
621.0,1189545
374.0,566153
239.0,131313
24252.0,21348317
1071.0,3018906
1334.0,5387550
1316.0,4552049
1798.0,3911566
757.0,4192666
890.0,3330787
1076.0,5289421
468.0,1692742
956.0,1663790
479.0,822327
523.0,2760457
771.0,2403840
753.0,870615
1753.0,5418241
3300.0,9971593
621.0,1155903
374.0,563523
239.0,126774
24252.0,33156725
1071.0,3227147
1334.0,6771948
1316.0,4539314
1798.0,4191623
757.0,4172851
890.0,3332419
1076.0,5365020
468.0,1624755
956.0,1706867
479.0,1015282
523.0,2915786
771.0,2739774
753.0,1056135
1753.0,6360194
3300.0,12238810
621.0,1434640
374.0,656024
239.0,158257
24252.0,41726247
1071.0,4093606
1334.0,8602251
1316.0,5524174
1798.0,4893774
757.0,5051834
890.0,3920729
1076.0,6418522
468.0,1895981
956.0,2253385
